timestamp,open,high,low,close,volume
2025-10-11 17:52:00,182.71,182.95,182.67,182.92,172.515
2025-10-11 17:53:00,182.92,182.99,182.86,182.9,162.985
2025-10-11 17:54:00,182.87,183.16,182.87,183.12,303.049
2025-10-11 17:55:00,183.12,183.16,182.99,183.02,220.372
2025-10-11 17:56:00,182.99,183.1,182.95,182.99,418.39
2025-10-11 17:57:00,182.97,183.16,182.88,183.16,245.381
2025-10-11 17:58:00,183.12,183.21,183.03,183.17,165.779
2025-10-11 17:59:00,183.12,183.26,183.06,183.25,176.42
2025-10-11 18:00:00,183.24,183.24,182.86,182.86,215.239
2025-10-11 18:01:00,182.85,182.98,182.74,182.96,343.293
2025-10-11 18:02:00,182.94,182.98,182.82,182.86,511.898
2025-10-11 18:03:00,182.85,183.06,182.85,183.02,156.503
2025-10-11 18:04:00,183.01,183.1,182.98,183.03,107.032
2025-10-11 18:05:00,183.05,183.14,182.75,182.75,328.093
2025-10-11 18:06:00,182.74,183.28,182.71,183.27,789.413
2025-10-11 18:07:00,183.19,183.22,182.98,183.03,261.822
2025-10-11 18:08:00,183.0,183.05,182.81,182.84,96.859
2025-10-11 18:09:00,182.83,182.95,182.8,182.82,149.467
2025-10-11 18:10:00,182.82,182.91,182.75,182.75,141.58
2025-10-11 18:11:00,182.74,182.84,182.54,182.8,1099.149
2025-10-11 18:12:00,182.8,182.84,182.57,182.59,363.464
2025-10-11 18:13:00,182.59,182.69,182.57,182.67,845.409
2025-10-11 18:14:00,182.67,182.84,182.62,182.64,179.235
2025-10-11 18:15:00,182.64,182.86,182.64,182.85,230.313
2025-10-11 18:16:00,182.86,182.93,182.84,182.91,96.297
2025-10-11 18:17:00,182.92,183.14,182.87,183.0,139.647
2025-10-11 18:18:00,182.99,183.13,182.85,183.09,720.85
2025-10-11 18:19:00,183.01,183.16,182.99,183.0,466.394
2025-10-11 18:20:00,183.0,183.04,182.63,182.74,260.01
2025-10-11 18:21:00,182.75,182.87,182.68,182.87,253.138
2025-10-11 18:22:00,182.88,183.06,182.88,183.04,394.503
2025-10-11 18:23:00,183.1,183.13,182.94,182.99,243.883
2025-10-11 18:24:00,182.99,183.1,182.85,182.85,185.513
2025-10-11 18:25:00,182.84,183.0,182.81,182.87,202.036
2025-10-11 18:26:00,182.91,183.0,182.85,182.9,176.075
2025-10-11 18:27:00,182.9,182.97,182.77,182.84,454.733
2025-10-11 18:28:00,182.83,182.83,182.74,182.74,69.118
2025-10-11 18:29:00,182.73,182.87,182.66,182.87,414.357
2025-10-11 18:30:00,182.87,183.09,182.83,182.85,254.745
2025-10-11 18:31:00,182.86,182.94,182.67,182.69,433.51
2025-10-11 18:32:00,182.69,182.74,182.55,182.55,191.181
2025-10-11 18:33:00,182.57,182.78,182.52,182.59,114.073
2025-10-11 18:34:00,182.59,182.72,182.56,182.58,104.56
2025-10-11 18:35:00,182.6,182.78,182.57,182.76,472.202
2025-10-11 18:36:00,182.77,183.03,182.67,182.68,420.337
2025-10-11 18:37:00,182.68,182.99,182.66,182.78,225.405
2025-10-11 18:38:00,182.78,183.04,182.72,183.03,613.563
2025-10-11 18:39:00,183.03,183.06,182.94,183.02,156.863
2025-10-11 18:40:00,182.94,183.25,182.87,183.03,472.552
2025-10-11 18:41:00,183.03,183.23,183.03,183.23,98.136
2025-10-11 18:42:00,183.22,183.22,183.01,183.07,139.755
2025-10-11 18:43:00,183.06,183.09,182.97,183.0,30.95
2025-10-11 18:44:00,183.01,183.17,182.8,183.17,295.894
2025-10-11 18:45:00,183.17,183.19,182.88,182.88,322.282
2025-10-11 18:46:00,182.88,182.88,182.55,182.55,425.301
2025-10-11 18:47:00,182.59,182.61,182.46,182.53,250.821
2025-10-11 18:48:00,182.52,182.78,182.5,182.75,418.346
2025-10-11 18:49:00,182.75,182.84,182.67,182.73,137.551
2025-10-11 18:50:00,182.73,182.79,182.67,182.7,390.306
2025-10-11 18:51:00,182.7,182.89,182.67,182.81,219.479
2025-10-11 18:52:00,182.82,182.87,182.76,182.77,145.059
2025-10-11 18:53:00,182.78,182.86,182.67,182.7,209.017
2025-10-11 18:54:00,182.7,182.7,182.53,182.57,83.13
2025-10-11 18:55:00,182.58,182.6,182.48,182.5,128.828
2025-10-11 18:56:00,182.5,182.62,182.48,182.56,72.422
2025-10-11 18:57:00,182.57,182.68,182.57,182.59,573.958
2025-10-11 18:58:00,182.59,182.69,182.55,182.67,239.099
2025-10-11 18:59:00,182.68,182.77,182.67,182.75,106.12
2025-10-11 19:00:00,182.75,182.8,182.43,182.43,275.78
2025-10-11 19:01:00,182.42,182.69,182.42,182.68,151.795
2025-10-11 19:02:00,182.69,182.69,181.75,181.94,3766.749
2025-10-11 19:03:00,181.9,181.95,181.15,181.44,2750.171
2025-10-11 19:04:00,181.42,181.68,181.33,181.68,1032.704
2025-10-11 19:05:00,181.66,182.24,181.64,182.24,1600.623
2025-10-11 19:06:00,182.23,182.29,181.93,181.97,892.725
2025-10-11 19:07:00,181.96,181.97,181.44,181.71,1501.787
2025-10-11 19:08:00,181.73,181.96,181.69,181.89,1261.483
2025-10-11 19:09:00,181.88,181.9,181.51,181.64,2273.37
2025-10-11 19:10:00,181.64,181.71,181.41,181.41,2295.816
2025-10-11 19:11:00,181.41,181.5,180.96,181.06,4622.555
2025-10-11 19:12:00,181.05,181.23,180.55,180.91,3978.231
2025-10-11 19:13:00,180.91,181.0,180.67,180.9,1213.909
2025-10-11 19:14:00,180.9,181.05,180.84,181.01,1707.441
2025-10-11 19:15:00,181.01,181.11,180.79,180.97,801.381
2025-10-11 19:16:00,180.97,180.97,180.63,180.78,1336.255
2025-10-11 19:17:00,180.75,180.75,180.43,180.59,2370.98
2025-10-11 19:18:00,180.54,180.67,180.09,180.19,12583.893
2025-10-11 19:19:00,180.19,180.47,179.92,179.92,10038.117
2025-10-11 19:20:00,179.92,179.92,178.86,178.98,16075.943
2025-10-11 19:21:00,178.97,179.15,177.7,178.77,10578.937
2025-10-11 19:22:00,178.77,179.29,178.47,178.68,5253.498
2025-10-11 19:23:00,178.71,178.9,178.29,178.77,2583.257
2025-10-11 19:24:00,178.77,178.9,178.41,178.81,991.699
2025-10-11 19:25:00,178.82,179.25,178.7,179.24,3195.084
2025-10-11 19:26:00,179.25,180.15,179.22,180.15,1574.786
2025-10-11 19:27:00,180.15,180.22,179.47,179.61,1358.753
2025-10-11 19:28:00,179.6,179.91,179.6,179.69,449.598
2025-10-11 19:29:00,179.69,179.69,179.26,179.37,1128.383
2025-10-11 19:30:00,179.38,179.43,178.84,179.0,690.141
2025-10-11 19:31:00,178.95,179.07,178.67,178.92,1116.109
2025-10-11 19:32:00,178.92,178.97,178.48,178.77,565.411
2025-10-11 19:33:00,178.76,178.8,178.26,178.46,2104.269
2025-10-11 19:34:00,178.46,178.46,177.9,178.2,2584.501
2025-10-11 19:35:00,178.16,178.75,178.02,178.7,1247.128
2025-10-11 19:36:00,178.68,178.9,178.59,178.81,458.18
2025-10-11 19:37:00,178.82,178.96,178.54,178.7,1051.968
2025-10-11 19:38:00,178.72,178.82,178.15,178.27,929.259
2025-10-11 19:39:00,178.28,178.38,178.05,178.17,946.201
2025-10-11 19:40:00,178.18,178.23,177.84,178.18,418.118
2025-10-11 19:41:00,178.18,178.19,177.81,178.02,1332.064
2025-10-11 19:42:00,178.03,178.19,177.95,178.03,1336.235
2025-10-11 19:43:00,178.03,178.16,177.88,178.15,637.096
2025-10-11 19:44:00,178.15,178.27,177.87,178.0,570.809
2025-10-11 19:45:00,178.0,178.72,177.88,178.48,622.561
2025-10-11 19:46:00,178.48,178.48,178.13,178.24,486.304
2025-10-11 19:47:00,178.24,178.27,177.87,177.91,913.388
2025-10-11 19:48:00,177.91,178.28,177.91,178.06,1107.977
2025-10-11 19:49:00,178.05,178.17,177.95,177.98,768.165
2025-10-11 19:50:00,177.97,178.18,177.93,178.1,521.355
2025-10-11 19:51:00,178.11,178.19,177.81,177.9,637.629
2025-10-11 19:52:00,177.9,178.02,177.21,177.86,3089.256
2025-10-11 19:53:00,177.84,177.85,177.02,177.42,2807.793
2025-10-11 19:54:00,177.4,177.47,176.76,176.92,1839.393
2025-10-11 19:55:00,176.93,177.27,176.9,177.25,1079.795
2025-10-11 19:56:00,177.24,177.39,176.95,177.28,1091.513
2025-10-11 19:57:00,177.27,177.97,177.08,177.83,1090.523
2025-10-11 19:58:00,177.81,177.89,177.29,177.38,457.807
2025-10-11 19:59:00,177.39,177.87,177.39,177.77,349.103
2025-10-11 20:00:00,177.74,178.33,177.62,178.15,992.247
2025-10-11 20:01:00,178.16,178.2,177.68,177.82,680.52
2025-10-11 20:02:00,177.76,178.28,177.72,177.72,642.364
2025-10-11 20:03:00,177.76,177.76,177.2,177.61,530.497
2025-10-11 20:04:00,177.6,177.65,177.2,177.2,617.884
2025-10-11 20:05:00,177.23,177.44,177.12,177.26,452.913
2025-10-11 20:06:00,177.27,177.66,177.26,177.5,1027.009
2025-10-11 20:07:00,177.51,177.59,177.04,177.35,410.406
2025-10-11 20:08:00,177.35,177.83,177.33,177.67,389.677
2025-10-11 20:09:00,177.68,177.73,177.34,177.45,980.658
2025-10-11 20:10:00,177.48,177.71,176.97,177.04,910.633
2025-10-11 20:11:00,177.08,177.17,176.79,176.92,519.224
2025-10-11 20:12:00,176.91,177.14,176.72,176.72,417.297
2025-10-11 20:13:00,176.71,177.16,176.69,176.98,1659.624
2025-10-11 20:14:00,176.97,177.0,176.45,176.53,1103.892
2025-10-11 20:15:00,176.53,177.08,176.53,176.78,1492.909
2025-10-11 20:16:00,176.78,176.85,176.33,176.83,864.095
2025-10-11 20:17:00,176.84,177.34,176.78,177.13,1701.251
2025-10-11 20:18:00,177.14,177.22,176.63,176.97,933.548
2025-10-11 20:19:00,176.98,177.52,176.91,177.01,1170.515
2025-10-11 20:20:00,177.01,177.62,176.92,177.59,1264.914
2025-10-11 20:21:00,177.59,177.59,177.14,177.14,793.557
2025-10-11 20:22:00,177.15,177.2,176.77,177.0,3003.986
2025-10-11 20:23:00,177.01,177.56,176.87,176.88,1562.645
2025-10-11 20:24:00,176.88,177.27,176.8,177.05,756.948
2025-10-11 20:25:00,176.99,177.23,176.93,177.21,1378.179
2025-10-11 20:26:00,177.21,177.21,176.94,176.94,703.517
2025-10-11 20:27:00,176.94,177.28,176.82,176.82,900.165
2025-10-11 20:28:00,176.82,176.94,176.47,176.66,1158.837
2025-10-11 20:29:00,176.65,176.96,176.49,176.85,822.415
2025-10-11 20:30:00,176.87,176.89,175.78,175.92,3935.137
2025-10-11 20:31:00,175.91,176.22,175.65,175.86,1714.526
2025-10-11 20:32:00,175.85,175.99,175.58,175.76,1158.154
2025-10-11 20:33:00,175.75,176.22,175.32,175.53,1224.129
2025-10-11 20:34:00,175.53,175.94,175.2,175.92,1845.137
2025-10-11 20:35:00,175.92,176.18,175.65,175.81,938.357
2025-10-11 20:36:00,175.8,176.01,175.28,175.28,881.668
2025-10-11 20:37:00,175.27,175.6,175.1,175.23,3294.467
2025-10-11 20:38:00,175.23,175.48,175.0,175.48,5036.615
2025-10-11 20:39:00,175.47,175.7,175.2,175.7,707.968
2025-10-11 20:40:00,175.7,176.05,175.65,175.98,1163.198
2025-10-11 20:41:00,175.98,176.18,175.89,176.07,896.946
2025-10-11 20:42:00,176.05,176.14,175.3,175.63,1263.863
2025-10-11 20:43:00,175.63,175.81,175.41,175.71,943.984
2025-10-11 20:44:00,175.75,175.75,175.26,175.57,1269.561
2025-10-11 20:45:00,175.58,175.98,175.34,175.98,455.535
2025-10-11 20:46:00,175.97,177.4,175.96,176.75,2672.751
2025-10-11 20:47:00,176.8,176.83,176.18,176.38,941.633
2025-10-11 20:48:00,176.38,176.41,175.51,175.72,1341.202
2025-10-11 20:49:00,175.72,175.74,175.4,175.64,430.558
2025-10-11 20:50:00,175.65,176.22,175.6,175.78,1436.733
2025-10-11 20:51:00,175.77,176.13,175.68,175.68,1145.797
2025-10-11 20:52:00,175.68,175.85,175.39,175.48,1596.246
2025-10-11 20:53:00,175.47,175.63,175.2,175.54,1125.753
2025-10-11 20:54:00,175.57,175.57,174.9,175.16,2066.861
2025-10-11 20:55:00,175.18,175.29,174.98,174.98,566.058
2025-10-11 20:56:00,174.98,175.07,174.22,174.36,4849.176
2025-10-11 20:57:00,174.35,175.0,174.29,174.97,1598.243
2025-10-11 20:58:00,174.98,175.86,174.98,175.46,3345.334
2025-10-11 20:59:00,175.47,176.14,175.47,175.78,1956.22
2025-10-11 21:00:00,175.78,175.95,175.49,175.88,2501.295
2025-10-11 21:01:00,175.89,175.96,175.53,175.89,4315.904
2025-10-11 21:02:00,175.89,176.06,175.46,175.57,2722.359
2025-10-11 21:03:00,175.59,175.76,175.05,175.07,1552.034
2025-10-11 21:04:00,175.1,175.17,174.49,174.57,910.251
2025-10-11 21:05:00,174.56,174.56,174.17,174.27,2944.194
2025-10-11 21:06:00,174.28,174.42,173.22,173.47,5728.19
2025-10-11 21:07:00,173.46,173.85,173.18,173.54,2887.776
2025-10-11 21:08:00,173.54,173.73,172.89,173.14,2622.465
2025-10-11 21:09:00,173.15,173.48,172.78,172.97,2562.692
2025-10-11 21:10:00,172.97,173.5,172.95,173.42,1818.417
2025-10-11 21:11:00,173.43,173.84,173.08,173.72,1235.4
2025-10-11 21:12:00,173.74,174.35,173.68,174.09,1088.762
2025-10-11 21:13:00,174.09,174.68,173.92,174.02,1500.913
2025-10-11 21:14:00,174.03,174.5,173.99,174.49,381.531
